tempo_segundos,memoria_kbytes
152.51,9856
143.15,9856
149.95,9728
138.07,9856
139.93,9728
153.43,9856
166.36,9984
144.4,9856
161.21,9984
180.86,9856
169.64,9984
162.06,9856
147.69,9728
154.09,9856
160.03,9856
162.22,9600
163.08,9984
159.96,9856
132.21,9600
173.03,9728
177.15,9856
202.73,9856
194.65,10112
173.44,10240
155.81,9856
184.26,9856
170.3,9984
151.64,9856
140,9728
154.77,9600
