tempo_segundos,memoria_kbytes
47.73,4832
42.21,5016
40.75,4888
38.67,4888
40.14,4956
35.72,5012
46.07,4956
39.25,5016
40.97,4832
38.64,4888
42.76,4888
53.98,4832
46.43,4956
44.21,5020
45.42,5016
37.33,4888
37.82,5016
45.96,5012
41.34,5016
43.35,4956
37.08,5016
34.55,4888
37.78,4832
43.66,5016
36.19,4956
41.54,4956
49.36,5016
49.21,4956
38.65,4884
36.56,5016
