tempo_segundos,memoria_kbytes
6.99,6528
7.37,6400
6.93,6528
7.39,6272
6.72,6528
5.69,6528
6.17,6528
5.89,6400
6.7,6400
7.83,6912
7.25,6528
6.7,6400
7.16,6400
7.71,6656
7.3,6528
7.72,6656
7.49,6400
7.24,6528
6.36,6400
7.33,6656
6.55,6272
7.23,6528
8.05,6528
8.04,6656
7.39,6656
7.43,6528
7.18,6528
6.78,6528
7.58,6528
6.94,6528
