tempo_segundos,memoria_kbytes
23.16,5888
25.52,6016
26.1,6144
27.78,6144
28.15,6016
28.84,6016
32.24,6144
33.77,6016
32.79,6144
28.88,6144
31.06,6144
33.37,6144
33.47,6144
33.25,6272
31.71,6144
34.67,6144
36.17,6272
39.17,6144
33.61,6144
28.92,6272
32.17,5888
30.77,5888
31.43,6144
43.97,6400
41.26,6400
36.9,6144
30.77,6144
29.06,6144
39.06,6208
32.28,6144
