tempo_segundos,memoria_kbytes
13.65,4828
11.11,4884
14.14,5012
16.01,4956
16.91,5016
16.5,4828
17.79,4956
16.87,4888
16.61,4956
17.07,5144
17.09,5016
16.81,4756
14.11,4704
14.23,4756
15.27,4828
15.08,4884
16.17,4704
15.09,4828
13.27,4884
13.33,4828
13.58,4888
15.15,5016
13.38,4828
13.41,4700
13.4,5016
16.03,4828
14.05,4828
13.48,4884
14.25,5016
14.07,4828
