tempo_segundos,memoria_kbytes
54.97,7576
54.5,7960
57.19,7772
57.72,7960
60.53,7704
65.66,7576
56.48,7644
56.71,7704
63.13,7772
58,7520
62.33,7704
58.17,7576
54.65,7516
57.52,7704
59.41,7704
57.72,7516
60.24,7644
53.86,7704
56.85,7644
56.88,7704
54.4,7644
56.85,7576
58.86,7448
64.41,7772
59.83,7644
58.31,7644
61.59,7700
57.66,7704
60.74,7516
60.37,7704
