tempo_segundos,memoria_kbytes
11.62,6144
13.89,6272
14.1,6400
10.1,6272
10.89,6272
10.28,6144
13.02,6400
11.87,6272
12.65,6016
11.37,6272
9.89,6016
11.11,6144
11.22,6272
11.44,6272
11.16,6144
12.6,6272
12.68,6272
11.42,6144
12.38,6144
11.06,6272
11.25,6272
10.3,6144
12.37,6272
10.95,6272
11.28,6016
9.73,6272
10.11,6272
10.4,6272
10.52,6272
11.13,6016
