tempo_segundos,memoria_kbytes
33.93,4376
31.55,4188
45.3,4316
37.82,4316
34.48,4376
38,4188
38.43,4372
35.64,4376
33.18,4436
40.27,4312
42.04,4316
45.65,4376
30.43,4376
27.89,4376
31.67,4192
35.12,4376
30.54,4376
28.48,4504
32.17,4368
32.43,4380
29.25,4376
25.66,4376
29.47,4372
26.86,4248
27.84,4316
39.03,4316
32.99,4316
25.06,4504
32.95,4316
34.2,4248
