tempo_segundos,memoria_kbytes
119.78,6016
98.95,6144
88.56,5888
87.68,6144
98.16,6144
90.07,6272
103.89,6016
122.41,6272
91.44,6016
94.45,6144
103.72,6144
113.99,6400
114.48,6144
89.36,6016
104.55,6016
101.92,6272
102.26,6272
91.84,5888
104.01,6016
111.87,6400
102.47,6144
105.88,6272
111.7,6272
127.33,6272
143.41,6400
116.62,6144
96.21,6016
116.52,6272
103.22,6144
95.78,6144
