tempo_segundos,memoria_kbytes
2.33,4736
2.69,4736
2.27,4736
2.28,4864
2.29,4736
2.34,4736
2.24,4608
2.31,4736
2.55,4608
2.21,4864
2.21,4608
2.33,4736
2.06,4736
1.85,4736
1.91,4736
1.88,4864
1.98,4736
1.95,4608
1.95,4736
2.04,4736
2.06,4736
1.85,4736
1.72,4736
2.16,4864
1.8,4736
1.8,4608
2.01,4736
1.98,4608
1.88,4736
2.16,4736
