tempo_segundos,memoria_kbytes
172.57,7516
174.52,7576
141.94,7516
146.32,7576
152.14,7644
173.03,7644
142.87,7704
139.47,7512
159.21,7644
166.19,7392
174.24,7832
170.61,7644
158.5,7636
160.84,7516
148.36,7576
142.46,7644
165.06,7644
138.01,7392
164.51,7520
170.58,7704
160.62,7700
154.31,7832
148.84,7768
169.81,7644
159.45,7700
137.75,7708
136.09,7580
148.51,7576
145.11,7448
131.99,7516
