tempo_segundos,memoria_kbytes
13.51,6400
12.44,6272
11.96,6400
11.14,6144
10.87,6016
12.13,6400
11.79,6272
9.57,6272
9.51,6144
10.54,6144
9.87,6016
9.98,6144
10.35,5888
10.46,6144
8.9,6144
10.08,6016
11.4,6272
11.15,6272
10.93,6144
12.7,6272
12.5,6400
13.46,6272
12.26,6272
13.74,6272
13.53,6400
13.63,6272
12.32,6272
12.7,6272
11.73,6272
12.74,6272
