tempo_segundos,memoria_kbytes
2.13,3552
2.22,3732
2.21,3552
2.41,3736
2.45,3672
2.49,3732
2.36,3676
2.23,3552
2.67,3676
2.52,3676
2.38,3736
2.09,3608
2.46,3608
2.36,3608
2.55,3732
2.24,3672
2.13,3736
1.96,3796
2.01,3736
1.99,3676
2.03,3736
1.99,3608
2.39,3608
2.28,3796
2.1,3736
2.01,3544
1.95,3732
2.06,3676
2.02,3548
2.33,3796
