tempo_segundos,memoria_kbytes
73.19,6528
70.52,6656
60.63,6656
73.79,6528
72.94,6528
65,6656
59.96,6656
55.26,6528
50.34,6656
59.77,6400
61.84,6528
57.85,6528
60.5,6656
77.86,6784
63.01,6656
67.73,6656
76.19,6656
64.81,6528
63.93,6656
57.72,6528
59.62,6528
54.93,6400
67.39,6656
83.79,6784
59.7,6656
60.21,6656
76.59,6784
73.63,6656
75.98,6784
71.88,6656
