tempo_segundos,memoria_kbytes
8.88,4504
8,4376
7.74,4320
8.28,4444
8.23,4500
10.97,4444
10.62,4500
10.17,4632
8.51,4504
8.29,4444
8.99,4444
9.09,4376
9.33,4504
8.92,4444
9.23,4632
9.04,4564
9.97,4444
9.69,4372
10.08,4632
10.25,4500
10.41,4632
9.79,4504
9.26,4504
9.01,4444
9.19,4376
8.24,4632
8.5,4500
8.77,4504
8.83,4376
9.57,4564
