tempo_segundos,memoria_kbytes
1.89,3792
1.76,3868
1.6,3804
1.72,3860
1.78,3992
1.91,3804
1.68,3804
1.51,3860
1.49,3736
1.54,3680
1.64,3860
1.33,3804
1.58,3736
1.27,3736
1.59,3804
1.45,3676
1.56,3992
1.25,3736
1.41,3856
1.42,3732
1.44,3864
1.58,3804
1.3,3736
1.71,3864
1.24,3732
1.53,3800
1.46,3676
1.6,3804
1.44,3680
1.56,3672
