tempo_segundos,memoria_kbytes
58.86,4500
58.08,4444
50.3,4192
76.8,4372
51.32,4320
50.19,4192
59.21,4500
65.76,4316
67.16,4372
62.22,4380
56.31,4500
66.14,4504
68.06,4444
84.29,4504
60.36,4444
66.09,4380
63.02,4376
85.4,4248
65.8,4316
67.65,4564
60.84,4632
61.07,4632
49.9,4444
69.35,4244
69.09,4444
60.72,4376
66.79,4376
54.28,4372
69.75,4376
65.1,4316
