tempo_segundos,memoria_kbytes
85.69,4352
74.46,4608
63.42,4480
55.91,4480
70.99,4480
72.51,4480
81.72,4480
66.03,4480
55.9,4480
70.45,4480
62.03,4480
76.66,4608
77.38,4800
70.07,4480
76.52,4608
71.43,4480
57.51,4608
64.32,4608
74.45,4480
70.27,4608
73.94,4608
69.78,4480
58.93,4480
66,4480
95.64,4480
61.47,4796
56.28,4608
72.96,4608
78.65,4608
71.7,4608
