tempo_segundos,memoria_kbytes
32.98,4480
31.64,4480
26.78,4480
27.79,4480
31.94,4480
32.06,4480
39.31,4480
35.99,4480
32.73,4480
42.03,4480
33.07,4480
32.03,4480
33.78,4480
39.78,4480
37.25,4480
36.97,4480
34.62,4480
36.69,4480
35.76,4480
38.17,4480
29.45,4480
27.15,4480
31.77,4480
28.49,4480
32.13,4480
37.33,4480
39.19,4744
36.72,4480
36.12,4480
37.1,4480
