tempo_segundos,memoria_kbytes
18.13,4736
16.16,4608
18.54,4864
19.97,4864
18.22,4864
22.79,4992
21.37,4864
20.35,4864
18.25,4864
17.25,4864
19.17,4864
20,4736
20.31,4736
18.58,4864
18.48,4864
21.6,4736
17.62,4736
18.77,4864
22.99,4864
17.82,4736
18.94,4736
20.2,4864
19.41,4864
22.73,4864
24.03,4736
22.98,4736
24.71,4992
23.85,4864
18.55,4736
16.43,4864
