tempo_segundos,memoria_kbytes
1.31,3584
1.12,3840
1.07,3840
0.89,3840
1.07,3712
1.3,3840
1.36,3712
1.14,3712
1.16,3840
1.13,3712
1.36,3968
1.28,3840
1.07,3712
1.19,3712
1.41,3840
1.24,3712
1.14,3840
1.06,3840
0.99,3840
0.99,3712
1.36,3840
1.41,3840
1.15,3840
0.89,3840
1.08,3968
1.15,3840
1.6,3840
1.54,3712
1.75,3968
1.41,3712
