tempo_segundos,memoria_kbytes
181.96,7680
187.32,7424
185.51,7552
160.81,7808
139.63,7552
159.05,7552
175.72,7680
224.7,7552
209.66,7552
175.11,7552
155.97,7552
176.88,7680
171.88,7424
164.23,7552
178.93,7680
154.84,7552
167.75,7680
186.9,7424
149.24,7552
147.46,7680
143.91,7552
174.92,7680
184.4,7680
184.38,7552
125.94,7552
186.88,7680
167.04,7680
153.98,7808
138.35,7680
131.22,7552
