tempo_segundos,memoria_kbytes
39.61,4956
40.92,5012
41.5,5012
46.32,5016
45.64,5012
32.17,4956
37.76,5016
43.72,5020
40.91,4832
51.82,4828
46.67,5144
53.49,5012
45.98,5012
44.88,4888
45.75,5016
40.17,4832
38.04,5016
37.09,5016
33.69,4832
56.75,5016
43.96,4956
52.63,4828
36.16,5016
46.64,4884
46.43,4888
53.35,4828
38.62,4956
44.79,4888
42.68,5016
41.6,4832
