tempo_segundos,memoria_kbytes
13.54,4480
11.38,4352
13.4,4480
12.74,4480
11.26,4480
12.36,4480
11.95,4480
14.82,4480
15.91,4480
11.54,4480
11.41,4480
12.99,4480
10.83,4480
12.03,4480
11.88,4480
11.37,4480
11.75,4480
11.33,4480
12.03,4480
10.99,4352
10.85,4480
12.57,4480
11.43,4480
12.95,4480
13.44,4480
12.39,4480
13.1,4480
10.84,4480
11.55,4480
10.41,4480
