tempo_segundos,memoria_kbytes
58.49,7424
58.17,7680
54.72,7680
58.79,7552
53.96,7424
57.48,7552
54.96,7680
57.28,7808
61.13,7552
57.38,7680
60.31,7808
57.28,7808
52.35,7680
58.24,7680
58.2,7808
55.47,7552
61.47,7808
60.26,7680
68.13,7680
64.44,7936
68.18,7808
62.51,7808
63.36,7680
75.39,7680
86.03,7808
85.11,7424
87.4,7680
82.35,7680
85.69,7808
84.69,7808
