tempo_segundos,memoria_kbytes
22.25,4572
25.07,4632
24.32,4628
20.34,4632
22.17,4572
24.22,4636
23.81,4504
23.37,4632
21.12,4632
24.19,4760
20.75,4636
21.55,4572
21.82,4568
24.6,4572
23.18,4572
20.64,4572
20.11,4572
20.02,4572
21.65,4628
22.94,4700
18.15,4628
19.03,4572
17.01,4628
16.6,4504
15.1,4572
13.85,4504
20.93,4572
17.89,4444
17.86,4624
16.61,4632
