tempo_segundos,memoria_kbytes
14.94,4992
14.69,4992
14.53,4992
12.87,4736
13.39,4992
14.13,4864
13.48,4864
12.11,4864
12.73,4864
12.11,4736
12.62,4864
12.71,4864
15.16,4864
16.57,4864
19.1,4864
16.96,4864
15.63,4864
15.14,5120
16.88,4992
16.05,4992
12.72,4864
13.25,4736
11.77,4864
11.92,4864
10.94,4864
12.5,4864
11.92,4736
13.42,4864
13.7,5120
12.73,4736
