tempo_segundos,memoria_kbytes
8.12,4736
8.74,4608
8.25,4608
8.26,4608
7.91,4608
7.82,4608
8.14,4608
7.94,4608
7.87,4608
7.22,4608
7.18,4608
7.03,4608
6.97,4608
8.49,4608
8.03,4608
8.58,4608
8.16,4608
8.64,4608
7.78,4608
7.61,4608
8.08,4608
9.43,4608
10,4608
9.72,4608
10.58,4608
12.11,4608
12.15,4480
10.45,4608
9.8,4608
9.38,4736
